number,word,phoneme,syllabify,phoneme_syllabify,method
14535,membelam,məmbəlam,mem.be.lam,məm.bə.lam,manual
14536,membelandakan,məmbəlandakan,mem.be.lan.da.kan,məm.bə.lan.da.kan,manual
14537,membelandangkan,məmbəlandaŋkan,mem.be.lan.dang.kan,məm.bə.lan.daŋ.kan,manual
14538,membelandang,məmbəlandaŋ,mem.be.lan.dang,məm.bə.lan.daŋ,manual
14539,membelanjai,məmbəlandʒai,mem.be.lan.jai,məm.bə.lan.dʒai,manual
14540,membelanjakan,məmbəlandʒakan,mem.be.lan.ja.kan,məm.bə.lan.dʒ.akan,manual
14541,membelar,məmbəlar,mem.be.lar,məm.bə.lar,manual
14542,membelasah,məmbəlasah,mem.be.la.sah,məm.bə.la.sah,manual
14543,membelaskan,məmbəlaskan,mem.be.las.kan,məm.bə.las.kan,manual
14544,membelasut,məmbəlasut,mem.be.la.sut,məm.bə.la.sut,manual
14545,membelat,məmbəlat,mem.be.lat,məm.bə.lat,manual
14546,membelek,məmbeleʔ,mem.be.lek,məm.be.leʔ,manual
14547,membelek,məmbəleʔ,mem.be.lek,məm.bə.leʔ,manual
14548,membelendung,məmbələnduŋ,mem.be.len.dung,məm.bə.lən.duŋ,manual
14549,membelenggu,məmbələŋgu,mem.be.leng.gu,məm.bə.ləŋ.gu,manual
14550,membelengketkan,məmbəleŋketkan,mem.be.leng.ket.kan,məm.bə.leŋ.ket.kan,manual
14551,membelengkokkan,məmbəleŋkoʔkan,mem.be.leng.kok.kan,məm.bə.leŋ.koʔ.kan,manual
14552,membelengkok,məmbəleŋkoʔ,mem.be.leng.kok,məm.bə.leŋ.koʔ,manual
14553,membeleng,məmbeleŋ,me.bel.eng,mə.mbe.leŋ,LLM
14554,membelentingkan,məmbələntiŋkan,mem.be.len.ting.kan,məm.bə.lən.tiŋ.kan,manual
14555,membelenting,məmbələntiŋ,mem.be.len.ting,məm.bə.lən.tiŋ,manual
14556,membeliakkan,məmbəliaʔkan,mem.be.li.ak.kan,məm.bə.li.aʔ.kan,manual
14557,membeliak,məmbəliaʔ,mem.be.li.ak,məm.bə.li.aʔ,manual
14558,membelikan,məmbəlikan,mem.be.li.kan,məm.bə.li.kan,manual
14559,membeli,məmbəli,mem.be.li,məm.bə.li,manual
14560,membelintangkan,məmbəlintaŋkan,mem.be.lin.tang.kan,məm.bə.lin.taŋ.kan,manual
14561,membelinya,məmbəliɲa,me.mbe.li.nya,mə.mbə.li.ɲa,LLM
14562,membelitkan,məmbəlitkan,mem.be.lit.kan,məm.bə.lit.kan,manual
14563,membelit,məmbəlit,mem.be.lit,məm.bə.lit,manual
14564,membelokkan,məmbeloʔkan,mem.be.lok.kan,məm.be.loʔ.kan,manual
14565,membelok,məmbeloʔ,mem.be.lok,məm.be.loʔ,manual
14566,membelok,məmbəloʔ,mem.be.lok,məm.bə.loʔ,manual
14567,membelongsongi,məmbəloŋsoŋi,mem.be.long.songi,məm.bə.loŋ.soŋi,manual
14568,membelot,məmbelot,me.mbe.lot,mə.mbe.lot,LLM
14569,membelukar,məmbəlukar,mem.be.lu.kar,məm.bə.lu.kar,manual
14570,membenahi,məmbənahi,mem.be.nahi,məm.bə.nahi,manual
14571,membenakan,məmbenakan,me.mbe.na.kan,mə.mbe.na.kan,LLM
14572,membenakan,məmbənakan,me.mbe.na.kan,mə.mbə.na.kan,LLM
14573,membenalu,məmbənalu,mem.be.na.lu,məm.bə.na.lu,manual
14574,membenamkan,məmbənamkan,mem.be.nam.kan,məm.bə.nam.kan,manual
14575,membenam,məmbənam,mem.be.nam,məm.bə.nam,manual
14576,membenang,məmbənaŋ,mem.be.nang,məm.bə.naŋ,manual
14577,membenari,məmbənari,mem.be.nari,məm.bə.nari,manual
14578,membenarkan,məmbənarkan,mem.be.nar.kan,məm.bə.nar.kan,manual
14579,membenar,məmbənar,mem.be.nar,məm.bə.nar,manual
14580,membencah,məmbəntʃah,mem.ben.cah,məm.bən.tʃah,manual
14581,membencanakan,məmbəntʃanakan,mem.ben.ca.na.kan,məm.bən.tʃ.an.akan,manual
14582,membenci,məmbəntʃi,mem.ben.ci,məm.bən.tʃi,manual
14583,membendakan,məmbəndakan,mem.ben.da.kan,məm.bən.da.kan,manual
14584,membenderai,məmbənderai,mem.ben.de.rai,məm.bən.de.rai,manual
14585,membendi,məmbendi,mem.ben.di,məm.ben.di,manual
14586,membendungi,məmbənduŋi,me.mben.du.gi,mə.mbən.du.ŋi,LLM
14587,membendung,məmbənduŋ,mem.ben.dung,məm.bən.duŋ,manual
14588,membengang,məmbəŋaŋ,mem.be.ngang,məm.bə.ŋaŋ,manual
14589,membengisi,məmbəŋisi,mem.be.ngisi,məm.bə.ŋisi,manual
14590,membengis,məmbəŋis,mem.be.ngis,məm.bə.ŋis,manual
14591,membengkak,məmbəŋkaʔ,mem.beng.kak,məm.bəŋ.kaʔ,manual
14592,membengkalaikan,məmbəŋkalaikan,mem.beng.ka.lai.kan,məm.bəŋ.ka.lai.kan,manual
14593,membengkar,məmbəŋkar,mem.beng.kar,məm.bəŋ.kar,manual
14594,membengkel,məmbeŋkel,mem.beng.kel,məm.beŋ.kel,manual
14595,membengkokkan,məmbeŋkoʔkan,me.mbe.ngkok.kan,mə.mbe.ŋkoʔ.kan,LLM
14596,membengkos,məmbəŋkos,mem.beng.kos,məm.bəŋ.kos,manual
14597,membengkung,məmbəŋkuŋ,mem.beng.kung,məm.bəŋ.kuŋ,manual
14598,membenihkan,məmbənihkan,mem.be.nih.kan,məm.bə.nih.kan,manual
14599,membenih,məmbənih,me.mbe.nih,mə.mbə.nih,LLM
14600,membeningkan,məmbəniŋkan,me.mbe.ning.kan,mə.mbə.niŋ.kan,LLM
14601,membentak,məmbəntaʔ,mem.ben.tak,məm.bən.taʔ,manual
14602,membentangi,məmbəntaŋi,mem.ben.tangi,məm.bən.taŋi,manual
14603,membentangkan,məmbəntaŋkan,mem.ben.tang.kan,məm.bən.taŋ.kan,manual
14604,membentang,məmbəntaŋ,mem.ben.tang,məm.bən.taŋ,manual
14605,membentari,məmbentari,mem.ben.tari,məm.ben.tari,manual
14606,membentarkan,məmbentarkan,mem.ben.tar.kan,məm.ben.tar.kan,manual
14607,membenteh,məmbenteh,mem.ben.teh,məm.ben.teh,manual
14608,membentengi,məmbenteŋi,mem.ben.tengi,məm.ben.teŋi,manual
14609,membentrokkan,məmbəntroʔkan,mem.ben.trok.kan,məm.bən.troʔ.kan,manual
14610,membentuk,məmbəntuʔ,mem.ben.tuk,məm.bən.tuʔ,manual
14611,membenturkan,məmbənturkan,mem.ben.tur.kan,məm.bən.tur.kan,manual
14612,membentur,məmbəntur,mem.ben.tur,məm.bən.tur,manual
14613,membenum,məmbənum,mem.be.num,məm.bə.num,manual
14614,membeo,məmbeo,mem.beo,məm.beo,manual
14615,memberang,məmberaŋ,mem.be.rang,məm.be.raŋ,manual
14616,memberang,məmbəraŋ,mem.be.rang,məm.bə.raŋ,manual
14617,memberangsangkan,məmbəraŋsaŋkan,mem.be.rang.sang.kan,məm.bə.raŋ.saŋ.kan,manual
14618,memberangus,məmbəraŋus,mem.be.ra.ngus,məm.bə.ra.ŋus,manual
14619,memberanikan,məmbəranikan,mem.be.ra.ni.kan,məm.bə.ra.ni.kan,manual
14620,memberantas,məmbərantas,mem.be.ran.tas,məm.bə.ran.tas,manual
14621,memberati,məmbərati,mem.be.rati,məm.bə.rati,manual
14622,memberatkan,məmbəratkan,mem.be.rat.kan,məm.bə.rat.kan,manual
14623,memberdayakan,məmbərdajakan,mem.ber.da.ya.kan,məm.bər.da.ja.kan,manual
14624,membereskan,məmbereskan,mem.be.res.kan,məm.be.res.kan,manual
14625,memberikan,məmbərikan,mem.be.ri.kan,məm.bə.ri.kan,manual
14626,memberi,məmbəri,me.ber.i,mə.mbə.ri,LLM
14627,memberitahukan,məmbəritahukan,mem.be.ri.ta.hu.kan,məm.bə.ri.ta.hu.kan,manual
14628,memberitahu,məmbəritahu,me.ber.i.ta.hu,mə.mbə.r.it.ahu,LLM
14629,memberitakan,məmbəritakan,mem.be.ri.ta.kan,məm.bə.ri.ta.kan,manual
14630,memberkas,məmbərkas,mem.ber.kas,məm.bər.kas,manual
14631,memberkati,məmbərkati,mem.ber.kati,məm.bər.kati,manual
14632,member,məmbər,me.ber,mə.mbər,LLM
14633,memberongsang,məmbəroŋsaŋ,mem.be.rong.sang,məm.bə.roŋ.saŋ,manual
14634,memberontak,məmbərontaʔ,mem.be.ron.tak,məm.bə.ron.taʔ,manual
14635,membersihkan,məmbərsihkan,mem.ber.sih.kan,məm.bər.sih.kan,manual
14636,membersit,məmbərsit,mem.ber.sit,məm.bər.sit,manual
14637,membesarkan,məmbəsarkan,mem.be.sar.kan,məm.bə.sar.kan,manual
14638,membesar,məmbəsar,me.mbe.sar,mə.mbə.sar,LLM
14639,membesi,məmbəsi,mem.be.si,məm.bə.si,manual
14640,membesit,məmbəsit,mem.be.sit,məm.bə.sit,manual
14641,membesi-tuakan,məmbəsituakan,me.mbe.si-tua.kan,mə.mbə.situak.an,LLM
14642,membeslah,məmbəslah,mem.bes.lah,məm.bəs.lah,manual
14643,membestel,məmbəstel,mem.bes.tel,məm.bəs.tel,manual
14644,membesutkan,məmbəsutkan,mem.be.sut.kan,məm.bə.sut.kan,manual
14645,membesut,məmbəsut,mem.be.sut,məm.bə.sut,manual
14646,membetahkan,məmbətahkan,mem.be.tah.kan,məm.bə.tah.kan,manual
14647,membetas,məmbətas,me.mbe.tas,mə.mbə.tas,LLM
14648,membeting,məmbətiŋ,mem.be.ting,məm.bə.tiŋ,manual
14649,membeton,məmbəton,mem.be.ton,məm.bə.ton,manual
14650,membetot,məmbətot,mem.be.tot,məm.bə.tot,manual
14651,membetuli,məmbətuli,mem.be.tuli,məm.bə.tuli,manual
14652,membetulkan,məmbətulkan,mem.be.tul.kan,məm.bə.tul.kan,manual
14653,membiaki,məmbiaki,mem.bi.aki,məm.bi.aki,manual
14654,membiakkan,məmbiaʔkan,mem.bi.ak.kan,məm.bi.aʔ.kan,manual
14655,membiak,məmbiaʔ,mem.bi.ak,məm.bi.aʔ,manual
14656,membiara,məmbiara,mem.bi.a.ra,məm.bi.a.ra,LLM
14657,membiarkan,məmbiarkan,mem.bi.ar.kan,məm.bi.ar.kan,manual
14658,membiasakan,məmbiasakan,mem.bi.a.sa.kan,məm.bi.a.sa.kan,manual
14659,membiaskan,məmbiaskan,mem.bi.as.kan,məm.bi.as.kan,manual
14660,membias,məmbias,mem.bi.as,məm.bi.as,manual
14661,membiawak,məmbiawaʔ,mem.bi.a.wak,məm.bi.a.waʔ,manual
14662,membiayai,məmbiajai,mem.bi.a.yai,məm.bi.a.jai,manual
14663,membiayakan,məmbiajakan,mem.bi.a.ya.kan,məm.bi.a.ja.kan,manual
14664,membicarakan,məmbitʃarakan,mem.bi.ca.ra.kan,məm.bi.tʃ.ar.akan,manual
14665,membicara,məmbitʃara,me.mbi.ca.ra,mə.mbi.tʃ.ara,LLM
14666,membicu,məmbitʃu,mem.bi.cu,məm.bi.tʃu,manual
14667,membidai,məmbidai,mem.bi.dai,məm.bi.dai,manual
14668,membidangi,məmbidaŋi,mem.bi.dangi,məm.bi.daŋi,manual
14669,membidangkan,məmbidaŋkan,mem.bi.dang.kan,məm.bi.daŋ.kan,manual
14670,membidani,məmbidani,mem.bi.dani,məm.bi.dani,manual
14671,membidas,məmbidas,mem.bi.das,məm.bi.das,manual
14672,membidikkan,məmbidiʔkan,mem.bi.dik.kan,məm.bi.diʔ.kan,manual
14673,membidik,məmbidiʔ,me.mbi.dik,mə.mbi.diʔ,LLM
14674,membikin,məmbikin,mem.bi.kin,məm.bi.kin,manual
14675,membilai,məmbilai,mem.bi.lai,məm.bi.lai,manual
14676,membilangi,məmbilaŋi,mem.bi.langi,məm.bi.laŋi,manual
14677,membilangkan,məmbilaŋkan,mem.bi.lang.kan,məm.bi.laŋ.kan,manual
14678,membilang,məmbilaŋ,mem.bi.lang,məm.bi.laŋ,manual
14679,membilas,məmbilas,mem.bi.las,məm.bi.las,manual
14680,membimbangkan,məmbimbaŋkan,mem.bim.bang.kan,məm.bim.baŋ.kan,manual
14681,membimbing,məmbimbiŋ,mem.bim.bing,məm.bim.biŋ,manual
14682,membimbit,məmbimbit,mem.bim.bit,məm.bim.bit,manual
14683,membina,məmbina,mem.bi.na,məm.bi.na,manual
14684,membinasakan,məmbinasakan,mem.bi.na.sa.kan,məm.bi.na.sa.kan,manual
14685,membincangkan,məmbintʃaŋkan,mem.bin.cang.kan,məm.bin.tʃaŋkan,manual
14686,membindu,məmbindu,mem.bin.du,məm.bin.du,manual
14687,membingas,məmbiŋas,mem.bi.ngas,məm.bi.ŋas,manual
14688,membingkah,məmbiŋkah,mem.bing.kah,məm.biŋ.kah,manual
14689,membingkai,məmbiŋkai,mem.bing.kai,məm.biŋ.kai,manual
14690,membingkas,məmbiŋkas,me.mbing.kas,mə.mbiŋ.kas,LLM
14691,membingkis,məmbiŋkis,mem.bing.kis,məm.biŋ.kis,manual
14692,membingungkan,məmbiŋuŋkan,mem.bi.ngung.kan,məm.bi.ŋuŋ.kan,manual
14693,membinjat,məmbindʒat,mem.bin.jat,məm.bin.dʒat,manual
14694,membintangi,məmbintaŋi,mem.bin.tangi,məm.bin.taŋi,manual
14695,membirukan,məmbirukan,mem.bi.ru.kan,məm.bi.ru.kan,manual
14696,membiru,məmbiru,mem.bi.ru,məm.bi.ru,manual
14697,membisiki,məmbisiki,mem.bi.siki,məm.bi.siki,manual
14698,membisikkan,məmbisiʔkan,mem.bi.sik.kan,məm.bi.siʔ.kan,manual
14699,membisingkan,məmbisiŋkan,mem.bi.sing.kan,məm.bi.siŋ.kan,manual
14700,membisukan,məmbisukan,me.mbi.su.kan,mə.mbi.su.kan,LLM
14701,membisul,məmbisul,mem.bi.sul,məm.bi.sul,manual
14702,membisu,məmbisu,mem.bi.su,məm.bi.su,manual
14703,memblokade,məmblokadə,mem.blo.ka.de,məm.blo.ka.də,manual
14704,memblokir,məmblokir,mem.blo.kir,məm.blo.kir,manual
14705,membludak,məmbludaʔ,mem.blu.dak,məm.blu.daʔ,LLM
14706,membobok,məmboboʔ,mem.bo.bok,məm.bo.boʔ,manual
14707,membobolkan,məmbobolkan,mem.bo.bol.kan,məm.bo.bol.kan,manual
14708,membobol,məmbobol,mem.bo.bol,məm.bo.bol,manual
14709,membobos,məmbobos,mem.bo.bos,məm.bo.bos,manual
14710,membocorkan,məmbotʃorkan,mem.bo.cor.kan,məm.bo.tʃo.rkan,manual
14711,membodohkan,məmbodohkan,mem.bo.doh.kan,məm.bo.doh.kan,manual
14712,membohongi,məmbohoŋi,mem.bo.hongi,məm.bo.hoŋi,manual
14713,membohongkan,məmbohoŋkan,mem.bo.hong.kan,məm.bo.hoŋ.kan,manual
14714,membohong,məmbohoŋ,mem.bo.hong,məm.bo.hoŋ,manual
14715,memboikot,məmboikot,mem.boi.kot,məm.boi.kot,manual
14716,membokong,məmbokoŋ,mem.bo.kong,məm.bo.koŋ,manual
14717,membola,məmbola,mem.bo.la,məm.bo.la,manual
14718,membolehkan,məmbolehkan,mem.bo.leh.kan,məm.bo.leh.kan,manual
14719,membolos,məmbolos,mem.bo.los,məm.bo.los,manual
14720,membolot,məmbolot,mem.bo.lot,məm.bo.lot,manual
14721,membombardir,məmbombardir,mem.bom.bar.dir,məm.bom.bar.dir,manual
14722,memboncengkan,məmbontʃeŋkan,mem.bon.ceng.kan,məm.bon.tʃeŋkan,manual
14723,membonceng,məmbontʃeŋ,mem.bon.ceng,məm.bon.tʃeŋ,manual
14724,membondot,məmbondot,mem.bon.dot,məm.bon.dot,manual
14725,membonekakan,məmbonekakan,mem.bo.ne.ka.kan,məm.bo.ne.ka.kan,manual
14726,membongak,məmboŋaʔ,mem.bo.ngak,məm.bo.ŋaʔ,manual
14727,membonggoli,məmboŋgoli,mem.bong.goli,məm.boŋ.goli,manual
14728,membonggol,məmboŋgol,mem.bong.gol,məm.boŋ.gol,manual
14729,membongkahi,məmboŋkahi,mem.bong.kahi,məm.boŋ.kahi,manual
14730,membongkar,məmboŋkar,mem.bong.kar,məm.boŋ.kar,manual
14731,membongkok,məmboŋkoʔ,mem.bongkok,məm.boŋkoʔ,LLM
14732,membongmeh,məmboŋmeh,mem.bong.meh,məm.boŋ.meh,manual
14733,membonsaikan,məmbonsaikan,mem.bon.sai.kan,məm.bon.sai.kan,manual
14734,membopong,məmbopoŋ,mem.bo.pong,məm.bo.poŋ,manual
14735,membordir,məmbordir,mem.bor.dir,məm.bor.dir,manual
14736,memborgol,məmborgol,mem.bor.gol,məm.bor.gol,manual
14737,membor,məmbor,me.mbor,mə.mbor,LLM
14738,memborok,məmboroʔ,mem.bo.rok,məm.bo.roʔ,manual
14739,memborongkan,məmboroŋkan,mem.bo.rong.kan,məm.bo.roŋ.kan,manual
14740,memborong,məmboroŋ,mem.bo.rong,məm.bo.roŋ,manual
14741,memboroskan,məmboroskan,mem.bo.ros.kan,məm.bo.ros.kan,manual
14742,membosankan,məmbosankan,mem.bo.san.kan,məm.bo.san.kan,manual
14743,membotaki,məmbotaki,mem.bo.taki,məm.bo.taki,manual
14744,membotak,məmbotaʔ,mem.bo.tak,məm.bo.taʔ,manual
14745,membotolkan,məmbotolkan,me.mbo.tol.kan,mə.mbo.tol.kan,LLM
14746,memboya,məmboja,mem.bo.ya,məm.bo.ja,manual
14747,memboyong,məmbojoŋ,mem.bo.yong,məm.bo.joŋ,manual
14748,membran,membran,mem.bran,mem.bran,manual
14749,membuahi,məmbuahi,mem.bu.ahi,məm.bu.ahi,manual
14750,membuahkan,məmbuahkan,mem.bu.ah.kan,məm.bu.ah.kan,manual
14751,membuai,məmbuai,mem.bu.ai,məm.bu.ai,manual
14752,membuak,məmbuaʔ,mem.bu.ak,məm.bu.aʔ,manual
14753,membualkan,məmbualkan,mem.bu.al.kan,məm.bu.al.kan,manual
14754,membual,məmbual,mem.bu.al,məm.bu.al,manual
14755,membuangkan,məmbuaŋkan,mem.bu.ang.kan,məm.bu.aŋ.kan,manual
14756,membuang,məmbuaŋ,mem.bu.ang,məm.bu.aŋ,manual
14757,membuangnya,məmbuaŋɲa,me.mbu.ang.nya,mə.mbu.aŋ.ɲa,LLM
14758,membuas,məmbuas,mem.bu.as,məm.bu.as,manual
14759,membuatkan,məmbuatkan,mem.bu.at.kan,məm.bu.at.kan,manual
14760,membuat,məmbuat,mem.bu.at,məm.bu.at,manual
14761,membuatnya,məmbuatɲa,me.mu.bat.nya,mə.mb.uat.ɲa,LLM
14762,membuayai,məmbuajai,mem.bu.a.yai,məm.bu.a.jai,manual
14763,membuaya,məmbuaja,mem.bu.a.ya,məm.bu.a.ja,manual
14764,membubarkan,məmbubarkan,mem.bu.bar.kan,məm.bu.bar.kan,manual
14765,membubuhi,məmbubuhi,mem.bu.buhi,məm.bu.buhi,manual
14766,membubuhkan,məmbubuhkan,mem.bu.buh.kan,məm.bu.buh.kan,manual
14767,membubuh,məmbubuh,mem.bu.buh,məm.bu.buh,manual
14768,membubuk,məmbubuʔ,mem.bu.buk,məm.bu.buʔ,manual
14769,membubul,məmbubul,mem.bu.bul,məm.bu.bul,manual
14770,membubu,məmbubu,mem.bu.bu,məm.bu.bu,manual
14771,membubungkan,məmbubuŋkan,mem.bu.bung.kan,məm.bu.buŋ.kan,manual
14772,membubung,məmbubuŋ,me.mbu.bung,mə.mbu.buŋ,LLM
14773,membubus,məmbubus,mem.bu.bus,məm.bu.bus,manual
14774,membubut,məmbubut,mem.bu.but,məm.bu.but,manual
14775,membudakkan,məmbudaʔkan,mem.bu.dak.kan,məm.bu.daʔ.kan,manual
14776,membudak,məmbudaʔ,mem.bu.dak,məm.bu.daʔ,manual
14777,membudayakan,məmbudajakan,mem.bu.da.ya.kan,məm.bu.da.ja.kan,manual
14778,membudaya,məmbudaja,mem.bu.da.ya,məm.bu.da.ja,manual
14779,membudidayakan,məmbudidajakan,mem.bu.di.da.ya.kan,məm.bu.di.da.ja.kan,manual
14780,membuhul,məmbuhul,mem.bu.hul,məm.bu.hul,manual
14781,membuihkan,məmbuihkan,me.mbu.iʔ.hkan,mə.mbu.ih.kan,LLM
14782,membuih,məmbuih,mem.bu.ih,məm.bu.ih,manual
14783,membujang,məmbudʒaŋ,mem.bu.jang,məm.bu.dʒaŋ,manual
14784,membujuki,məmbudʒuki,mem.bu.juki,məm.bu.dʒuki,manual
14785,membujuk,məmbudʒuʔ,mem.bu.juk,məm.bu.dʒuʔ,manual
14786,membujur,məmbudʒur,me.mbu.jur,mə.mbu.dʒur,LLM
14787,membukai,məmbukai,mem.bu.kai,məm.bu.kai,manual
14788,membukakan,məmbukakan,mem.bu.ka.kan,məm.bu.ka.kan,manual
14789,membuka,məmbuka,mem.bu.ka,məm.bu.ka,manual
14790,membukankan,məmbukankan,mem.bu.kan.kan,məm.bu.kan.kan,manual
14791,membukit,məmbukit,mem.bu.kit,məm.bu.kit,manual
14792,membuktikan,məmbuʔtikan,mem.buk.ti.kan,məm.buʔ.ti.kan,manual
14793,membukukan,məmbukukan,mem.bu.ku.kan,məm.bu.ku.kan,manual
14794,membuku,məmbuku,mem.bu.ku,məm.bu.ku,manual
14795,membukut,məmbukut,me.mbu.kut,mə.mbu.kut,LLM
14796,membulan,məmbulan,mem.bu.lan,məm.bu.lan,manual
14797,membulati,məmbulati,mem.bu.lati,məm.bu.lati,manual
14798,membulatkan,məmbulatkan,mem.bu.lat.kan,məm.bu.lat.kan,manual
14799,membulat,məmbulat,mem.bu.lat,məm.bu.lat,manual
14800,membuldoser,məmbuldosər,mem.bul.do.ser,məm.bul.do.sər,manual
14801,membului,məmbului,mem.bu.lui,məm.bu.lui,manual
14802,membumbui,məmbumbui,mem.bum.bui,məm.bum.bui,manual
14803,membumi-hanguskan,məmbumihaŋuskan,me.mbu.mi-han.gus.kan,mə.mbu.mihaŋ.usk.an,LLM
14804,membumikan,məmbumikan,me.mbu.mi.kan,mə.mbu.mi.kan,LLM
14805,membumi,məmbumi,mem.bu.mi,məm.bu.mi,manual
14806,membumi-ratakan,məmbumiratakan,me.mbu.mi.ra.ta.kan,mə.mbu.mi.ra.ta.kan,LLM
14807,membuncahkan,məmbuntʃahkan,mem.bun.cah.kan,məm.bun.tʃa.hkan,manual
14808,membuncah,məmbuntʃah,mem.bun.cah,məm.bun.tʃah,manual
14809,membuncitkan,məmbuntʃitkan,mem.bun.cit.kan,məm.bun.tʃi.tkan,manual
14810,membuncit,məmbuntʃit,mem.bun.cit,məm.bun.tʃit,manual
14811,membundak,məmbundaʔ,mem.bun.dak,məm.bun.daʔ,manual
14812,membundarkan,məmbundarkan,mem.bun.dar.kan,məm.bun.dar.kan,manual
14813,membundar,məmbundar,mem.bun.dar,məm.bun.dar,manual
14814,membundel,məmbundəl,mem.bun.del,məm.bun.dəl,manual
14815,membungai,məmbuŋai,mem.bu.ngai,məm.bu.ŋai,manual
14816,membungakan,məmbuŋakan,mem.bu.nga.kan,məm.bu.ŋa.kan,manual
14817,membunga,məmbuŋa,mem.bu.nga,məm.bu.ŋa,manual
14818,membungkamkan,məmbuŋkamkan,me.mbung.kam.kan,mə.mbuŋ.kam.kan,LLM
14819,membungkam,məmbuŋkam,mem.bung.kam,məm.buŋ.kam,manual
14820,membungkuk,məmbuŋkuʔ,mem.bung.kuk,məm.buŋ.kuʔ,manual
14821,membungkus,məmbuŋkus,mem.bung.kus,məm.buŋ.kus,manual
14822,membuntangkan,məmbuntaŋkan,mem.bun.tang.kan,məm.bun.taŋ.kan,manual
14823,membuntang,məmbuntaŋ,mem.bun.tang,məm.bun.taŋ,manual
14824,membuntingi,məmbuntiŋi,mem.bun.tingi,məm.bun.tiŋi,manual
14825,membunting,məmbuntiŋ,mem.bun.ting,məm.bun.tiŋ,manual
14826,membuntukan,məmbuntukan,mem.bun.tu.kan,məm.bun.tu.kan,manual
14827,membuntungkan,məmbuntuŋkan,mem.bun.tung.kan,məm.bun.tuŋ.kan,manual
14828,membuntuti,məmbuntuti,mem.bun.tuti,məm.bun.tuti,manual
14829,membuntut,məmbuntut,mem.bun.tut,məm.bun.tut,manual
14830,membunuh,məmbunuh,mem.bu.nuh,məm.bu.nuh,manual
14831,membunyikan,məmbuɲikan,mem.bu.nyi.kan,məm.bu.ɲik.an,manual
14832,memburaikan,məmburaikan,mem.bu.rai.kan,məm.bu.rai.kan,manual
14833,memburai,məmburai,mem.bu.rai,məm.bu.rai,manual
14834,memburakan,məmburakan,mem.bu.ra.kan,məm.bu.ra.kan,manual
14835,membura,məmbura,mem.bu.ra,məm.bu.ra,manual
14836,memburaskan,məmburaskan,mem.bu.ras.kan,məm.bu.ras.kan,manual
14837,memburas,məmburas,mem.bu.ras,məm.bu.ras,manual
14838,memburit,məmburit,mem.bu.rit,məm.bu.rit,manual
14839,memburuh,məmburuh,mem.bu.ruh,məm.bu.ruh,manual
14840,memburukkan,məmburuʔkan,mem.bu.ruk.kan,məm.bu.ruʔ.kan,manual
14841,memburuk,məmburuʔ,mem.bu.ruk,məm.bu.ruʔ,manual
14842,memburu,məmburu,mem.bu.ru,məm.bu.ru,manual
14843,membusakan,məmbusakan,mem.bu.sa.kan,məm.bu.sa.kan,manual
14844,membusa,məmbusa,mem.bu.sa,məm.bu.sa,manual
14845,membusukkan,məmbusuʔkan,mem.bu.suk.kan,məm.bu.suʔ.kan,manual
14846,membusuk,məmbusuʔ,mem.bu.suk,məm.bu.suʔ,manual
14847,membusungkan,məmbusuŋkan,mem.bu.sung.kan,məm.bu.suŋ.kan,manual
14848,membusung,məmbusuŋ,mem.bu.sung,məm.bu.suŋ,manual
14849,membusur,məmbusur,mem.bu.sur,məm.bu.sur,manual
14850,membusut,məmbusut,mem.bu.sut,məm.bu.sut,manual
14851,membutakan,məmbutakan,mem.bu.ta.kan,məm.bu.ta.kan,manual
14852,membuta,məmbuta,mem.bu.ta,məm.bu.ta,manual
14853,membutir,məmbutir,mem.bu.tir,məm.bu.tir,manual
14854,membutuhi,məmbutuhi,mem.bu.tuhi,məm.bu.tuhi,manual
14855,membutuhkan,məmbutuhkan,mem.bu.tuh.kan,məm.bu.tuh.kan,manual
14856,membuyarkan,məmbujarkan,mem.bu.yar.kan,məm.bu.jar.kan,manual
14857,membuyur,məmbujur,mem.bu.yur,məm.bu.jur,manual
14858,memecah-belahkan,məmətʃahbəlahkan,me.me.cah-be.lah.kan,mə.mə.tʃahbə.lah.kan,LLM
14859,memecahkan,məmətʃahkan,me.me.cah.kan,mə.mə.tʃa.hkan,manual
14860,memecah,məmətʃah,me.me.cah,mə.mə.tʃah,manual
14861,memecal,məmətʃal,me.me.cal,mə.mə.tʃal,manual
14862,memecat,məmətʃat,me.me.cat,mə.mə.tʃat,LLM
14863,memecut,məmətʃut,me.me.cut,mə.mə.tʃut,manual
14864,memeda,məməda,me.me.da,mə.mə.da,manual
14865,memedang,məmədaŋ,me.me.dang,mə.mə.daŋ,manual
14866,memedaskan,məmədaskan,me.me.das.kan,mə.mə.das.kan,manual
14867,memedihkan,məmədihkan,me.me.dih.kan,mə.mə.dih.kan,manual
14868,memedi,məmədi,me.me.di,mə.mə.di,manual
14869,memedomani,məmədomani,me.me.do.mani,mə.mə.do.mani,manual
14870,memedulikan,məmədulikan,me.me.du.li.kan,mə.mə.du.li.kan,manual
14871,memegahkan,məməgahkan,me.me.ga.hkan,mə.mə.ga.hkan,LLM
14872,memegalkan,məməgalkan,me.me.gal.kan,mə.mə.gal.kan,manual
14873,memegang,məməgaŋ,me.me.gang,mə.mə.gaŋ,manual
14874,memegas,məməgas,me.me.gas,mə.mə.gas,manual
14875,memegat,məməgat,me.me.gat,mə.mə.gat,LLM
