word,phoneme,word_syllable_sequence,phoneme_syllable_sequence
belakangan,bəlakaŋan,be.la.kang.an,bə.la.kaŋ.an
belakang,bəlakaŋ,be.la.kang,bə.la.kaŋ
belakangnya,bəlakaŋɲa,be.la.kang.nya,bə.la.kaŋ.ɲa
belak,bəlaʔ,be.lak,bə.laʔ
belalah,bəlalah,be.la.lah,bə.la.lah
belalai,bəlalai,be.la.lai,bə.la.lai
belalakan,bəlalakan,be.la.lak.an,bə.la.lak.an
belalak,bəlalaʔ,be.la.lak,bə.la.laʔ
belalang,bəlalaŋ,be.la.lang,bə.la.laŋ
belambang,bəlambaŋ,be.lam.bang,bə.lam.baŋ
belam,bəlam,be.lam,bə.lam
belanak,bəlanaʔ,be.la.nak,bə.la.naʔ
belan,bəlan,be.lan,bə.lan
belanda,bəlanda,be.lan.da,bə.lan.da
belandang,bəlandaŋ,be.lan.dang,bə.lan.daŋ
belandar,bəlandar,be.lan.dar,bə.lan.dar
belandongan,bəlandoŋan,be.lan.dong.an,bə.lan.doŋ.an
belandong,bəlandoŋ,be.lan.dong,bə.lan.doŋ
belandung,bəlanduŋ,be.lan.dung,bə.lan.duŋ
belanga,bəlaŋa,be.la.nga,bə.la.ŋa
belangah,bəlaŋah,be.la.ngah,bə.la.ŋah
belang,bəlaŋ,be.lang,bə.laŋ
belangir,bəlaŋir,be.la.ngir,bə.la.ŋir
belangkas,bəlaŋkas,be.lang.kas,bə.laŋ.kas
belangkin,bəlaŋkin,be.lang.kin,bə.laŋ.kin
belanjaan,bəlandʒaʔan,be.lan.ja.an,bə.lan.dʒa.ʔan
belanja,bəlandʒa,be.lan.ja,bə.lan.dʒa
belanjawan,bəlandʒawan,be.lan.ja.wan,bə.lan.dʒa.wan
belantan,bəlantan,be.lan.tan,bə.lan.tan
belantara,bəlantara,be.lan.ta.ra,bə.lan.ta.ra
belantika,bəlantika,be.lan.ti.ka,bə.lan.ti.ka
belantik,bəlantiʔ,be.lan.tik,bə.lan.tiʔ
belarak,bəlaraʔ,be.la.rak,bə.la.raʔ
belar,bəlar,be.lar,bə.lar
belasah,bəlasah,be.la.sah,bə.la.sah
belasan,bəlasan,be.las.an,bə.las.an
-belas,bəlas,-be.las,bə.las
belas,bəlas,be.las,bə.las
belasting,bəlastiŋ,be.las.ting,bə.las.tiŋ
belasungkawa,belasuŋkawa,be.la.sung.ka.wa,be.la.suŋ.ka.wa
belasut,bəlasut,be.la.sut,bə.la.sut
belat,bəlat,be.lat,bə.lat
belati,bəlati,be.la.ti,bə.la.ti
belatik,bəlatiʔ,be.la.tik,bə.la.tiʔ
belatuk,bəlatuʔ,be.la.tuk,bə.la.tuʔ
belatung,bəlatuŋ,be.la.tung,bə.la.tuŋ
belau,bəlau,be.lau,bə.lau
belawan,bəlawan,be.la.wan,bə.la.wan
belayar,bəlajar,be.la.yar,bə.la.jar
bel,bel,bel,bel
belebas,bələbas,be.le.bas,bə.lə.bas
belebat,bələbat,be.le.bat,bə.lə.bat
beleda,bələda,be.le.da,bə.lə.da
beledang,bəledaŋ,be.le.dang,bə.le.daŋ
beledi,bələdi,be.le.di,bə.lə.di
beledu,bələdu,be.le.du,bə.lə.du
beleid,bəleid,be.leid,bə.leid
belekan,belekan,be.lek.an,be.lek.an
belekan,bəlekan,be.lek.an,bə.lek.an
belek,beleʔ,be.lek,be.leʔ
belek,bəleʔ,be.lek,bə.leʔ
belekek,bələkeʔ,be.le.kek,bə.lə.keʔ
belekok,bələkoʔ,be.le.kok,bə.lə.koʔ
belelang,bəlelaŋ,be.le.lang,bə.le.laŋ
belel,belel,be.lel,be.lel
belel,bəlel,be.lel,bə.lel
belembang,bələmbaŋ,be.lem.bang,bə.ləm.baŋ
belencong,bəlentʃoŋ,be.len.cong,bə.len.tʃoŋ
belendung,bələnduŋ,be.len.dung,bə.lən.duŋ
beleng,beleŋ,be.leng,be.leŋ
belenggu,bələŋgu,be.leng.gu,bə.ləŋ.gu
belengket,bəleŋket,be.leng.ket,bə.leŋ.ket
belengkokan,bəleŋkokan,be.leng.kok.an,bə.leŋ.kok.an
belengkok,bəleŋkoʔ,be.leng.kok,bə.leŋ.koʔ
belengkong,bəleŋkoŋ,be.leng.kong,bə.leŋ.koŋ
belengset,bəleŋset,be.leng.set,bə.leŋ.set
belenting,bələntiŋ,be.len.ting,bə.lən.tiŋ
belentung,bələntuŋ,be.len.tung,bə.lən.tuŋ
belera,bəlera,be.le.ra,bə.le.ra
belerang,bəleraŋ,be.le.rang,bə.le.raŋ
belerong,bəleroŋ,be.le.rong,bə.le.roŋ
beleter,bəleter,be.le.ter,bə.le.ter
belia,bəlia,be.li.a,bə.li.a
beliak,bəliaʔ,be.li.ak,bə.li.aʔ
belian,bəlian,be.li.an,bə.li.an
beliau,bəliau,be.li.au,bə.li.au
belibas,bəlibas,be.li.bas,bə.li.bas
belibat,bəlibat,be.li.bat,bə.li.bat
beli,bəli,be.li,bə.li
belibis,bəlibis,be.li.bis,bə.li.bis
belida,bəlida,be.li.da,bə.li.da
beligat,bəligat,be.li.gat,bə.li.gat
beligo,bəligo,be.li.go,bə.li.go
belikan,bəlikan,be.li.kan,bə.li.kan
belikat,bəlikat,be.li.kat,bə.li.kat
belik,bəliʔ,be.lik,bə.liʔ
beliku,bəliku,be.li.ku,bə.li.ku
belilah,bəlilah,be.li.lah,bə.li.lah
belimbingan,bəlimbiŋan,be.lim.bing.an,bə.lim.biŋ.an
belimbing,bəlimbiŋ,be.lim.bing,bə.lim.biŋ
belincong,bəlintʃoŋ,be.lin.cong,bə.lin.tʃoŋ
beling,bəliŋ,be.ling,bə.liŋ
belingkang,bəliŋkaŋ,be.ling.kang,bə.liŋ.kaŋ
belingsatan,bəliŋsatan,be.ling.sat.an,bə.liŋ.sat.an
belingsat,bəliŋsat,be.ling.sat,bə.liŋ.sat
belingut,bəliŋut,be.li.ngut,bə.li.ŋut
belinjo,bəlindʒo,be.lin.jo,bə.lin.dʒo
belintang,bəlintaŋ,be.lin.tang,bə.lin.taŋ
belis,bəlis,be.lis,bə.lis
belit,bəlit,be.lit,bə.lit
belitung,bəlituŋ,be.li.tung,bə.li.tuŋ
beliung,bəliuŋ,be.li.ung,bə.li.uŋ
beliut,bəliut,be.li.ut,bə.li.ut
belo,belo,be.lo,be.lo
belo,bəlo,be.lo,bə.lo
belobor,bəlobor,be.lo.bor,bə.lo.bor
belodok,bəlodoʔ,be.lo.dok,bə.lo.doʔ
beloh,beloh,be.loh,be.loh
belokan,belokan,be.lok.an,be.lok.an
belok,beloʔ,be.lok,be.loʔ
belok,bəloʔ,be.lok,bə.loʔ
belokok,bəlokoʔ,be.lo.kok,bə.lo.koʔ
belolang,bəlolaŋ,be.lo.lang,bə.lo.laŋ
belolok,bəloloʔ,be.lo.lok,bə.lo.loʔ
belon,bəlon,be.lon,bə.lon
belonggok,bəloŋgoʔ,be.long.gok,bə.loŋ.goʔ
belongkang,bəloŋkaŋ,be.long.kang,bə.loŋ.kaŋ
belongkeng,bəloŋkeŋ,be.long.keng,bə.loŋ.keŋ
belongsong,bəloŋsoŋ,be.long.song,bə.loŋ.soŋ
belontang,bəlontaŋ,be.lon.tang,bə.lon.taŋ
belo'on,bəloʔon,be.lo.'on,bə.lo.ʔon
beloon,bəloʔon,be.lo.on,bə.lo.ʔon
belot,belot,be.lot,be.lot
beluam,bəluam,be.lu.am,bə.lu.am
beluas,bəluas,be.lu.as,bə.lu.as
belu,bəlu,be.lu,bə.lu
belubu,bəlubu,be.lu.bu,bə.lu.bu
belubur,bəlubur,be.lu.bur,bə.lu.bur
beludak,bəludaʔ,be.lu.dak,bə.lu.daʔ
beludar,bəludar,be.lu.dar,bə.lu.dar
belukar,bəlukar,be.lu.kar,bə.lu.kar
beluk,bəluʔ,be.luk,bə.luʔ
beluku,bəluku,be.lu.ku,bə.lu.ku
belukut,bəlukut,be.lu.kut,bə.lu.kut
belulang,bəlulaŋ,be.lu.lang,bə.lu.laŋ
beluluk,bəluluʔ,be.lu.luk,bə.lu.luʔ
belum,bəlum,be.lum,bə.lum
belungkang,bəluŋkaŋ,be.lung.kang,bə.luŋ.kaŋ
belungkur,bəluŋkur,be.lung.kur,bə.luŋ.kur
belungsing,bəluŋsiŋ,be.lung.sing,bə.luŋ.siŋ
belunjur,bəlundʒur,be.lun.jur,bə.lun.dʒur
beluntas,bəluntas,be.lun.tas,bə.lun.tas
belur,bəlur,belur,bəlur
beluru,bəluru,be.lu.ru,bə.lu.ru
belus,bəlus,be.lus,bə.lus
belut,bəlut,be.lut,bə.lut
beluwek,bəluwəʔ,be.lu.wek,bə.lu.wəʔ
bembam,bəmbam,bem.bam,bəm.bam
bemban,bəmban,bem.ban,bəm.ban
bembarap,bəmbarap,bem.ba.rap,bəm.ba.rap
bembar,bembar,bem.bar,bem.bar
bemo,bemo,be.mo,be.mo
bemo,bəmo,be.mo,bə.mo
bena,bena,be.na,be.na
bena,bəna,be.na,bə.na
benah,bənah,be.nah,bə.nah
benak,bənaʔ,be.nak,bə.naʔ
benakku,bənaʔku,be.nak.ku,bə.naʔ.ku
benaknya,bənaʔɲa,be.nak.nya,bə.naʔ.ɲa
benalu,bənalu,be.na.lu,bə.na.lu
benaman,bənaman,be.nam.an,bə.nam.an
benam,bənam,be.nam,bə.nam
benang,bənaŋ,be.nang,bə.naŋ
benara,bənara,be.na.ra,bə.na.ra
benaran,bənaran,be.nar.an,bə.nar.an
benar,bənar,be.nar,bə.nar
benatu,bənatu,be.na.tu,bə.na.tu
bencah,bəntʃah,ben.cah,bən.tʃah
bencana,bəntʃana,ben.ca.na,bən.tʃa.na
bencat,bəntʃat,ben.cat,bən.tʃat
benci,bəntʃi,ben.ci,bən.tʃi
bencong,bentʃoŋ,ben.cong,ben.tʃoŋ
benda,bənda,ben.da,bən.da
bendahara,bəndahara,ben.da.ha.ra,bən.da.ha.ra
bendaharawan,bəndaharawan,ben.da.ha.ra.wan,bən.da.ha.ra.wan
bendahari,bəndahari,ben.da.ha.ri,bən.da.ha.ri
bendang,bəndaŋ,ben.dang,bən.daŋ
bendanya,bəndaɲa,ben.da.nya,bən.da.ɲa
bendari,bəndari,ben.da.ri,bən.da.ri
bendawi,bəndawi,ben.da.wi,bən.da.wi
bende,bende,ben.de,ben.de
bende,bənde,ben.de,bən.de
bendera,bəndera,ben.de.ra,bən.de.ra
benderang,bəndəraŋ,ben.de.rang,bən.də.raŋ
benderung,bəndəruŋ,ben.de.rung,bən.də.ruŋ
bendesa,bəndesa,ben.de.sa,bən.de.sa
bendi,bendi,ben.di,ben.di
bendir,bəndir,ben.dir,bən.dir
bendo,bəndo,ben.do,bən.do
bendoro,bəndoro,ben.do.ro,bən.do.ro
benduan,bənduan,ben.du.an,bən.du.an
bendul,bəndul,ben.dul,bən.dul
bendungan,bənduŋan,ben.dung.an,bən.duŋ.an
bendung,bənduŋ,ben.dung,bən.duŋ
benefaktif,benəfaʔtif,be.ne.fak.tif,be.nə.faʔ.tif
bengah,bəŋah,be.ngah,bə.ŋah
bengal,bəŋal,be.ngal,bə.ŋal
bengang,bəŋaŋ,be.ngang,bə.ŋaŋ
bengap,bəŋap,be.ngap,bə.ŋap
bengawan,bəŋawan,be.nga.wan,bə.ŋa.wan
bengek,bəŋeʔ,be.ngek,bə.ŋeʔ
bengep,bəŋəp,be.ngep,bə.ŋəp
benggala,bəŋgala,beng.ga.la,bəŋ.ga.la
benggal,bəŋgal,beng.gal,bəŋ.gal
benggil,bəŋgil,beng.gil,bəŋ.gil
benggolan,beŋgolan,beng.gol.an,beŋ.gol.an
benggol,beŋgol,beng.gol,beŋ.gol
bengik,bəŋiʔ,be.ngik,bə.ŋiʔ
bengis,bəŋis,be.ngis,bə.ŋis
bengkahan,bəŋkahan,beng.kah.an,bəŋ.kah.an
bengkah,bəŋkah,beng.kah,bəŋ.kah
bengkak,bəŋkaʔ,beng.kak,bəŋ.kaʔ
bengkalai,bəŋkalai,beng.ka.lai,bəŋ.ka.lai
bengkal,bəŋkal,beng.kal,bəŋ.kal
bengkang,beŋkaŋ,beng.kang,beŋ.kaŋ
bengkang,bəŋkaŋ,beng.kang,bəŋ.kaŋ
bengkarak,bəŋkaraʔ,beng.ka.rak,bəŋ.ka.raʔ
bengkaras,bəŋkaras,beng.ka.ras,bəŋ.ka.ras
bengkar,bəŋkar,beng.kar,bəŋ.kar
bengkarung,bəŋkaruŋ,beng.ka.rung,bəŋ.ka.ruŋ
bengkatak,bəŋkataʔ,beng.ka.tak,bəŋ.ka.taʔ
bengkawan,bəŋkawan,beng.ka.wan,bəŋ.ka.wan
bengkawang,bəŋkawaŋ,beng.ka.wang,bəŋ.ka.waŋ
bengkayang,bəŋkajaŋ,beng.ka.yang,bəŋ.ka.jaŋ
bengkelai,bəŋkəlai,beng.ke.lai,bəŋ.kə.lai
bengkel,beŋkel,beng.kel,beŋ.kel
bengkeng,beŋkeŋ,beng.keng,beŋ.keŋ
bengker,beŋker,beng.ker,beŋ.ker
bengkil,bəŋkil,beng.kil,bəŋ.kil
bengkok,beŋkoʔ,beng.kok,beŋ.koʔ
bengkok,bəŋkoʔ,beng.kok,bəŋ.koʔ
bengkong,beŋkoŋ,beng.kong,beŋ.koŋ
bengkos,bəŋkos,beng.kos,bəŋ.kos
bengkuang,bəŋkuaŋ,beng.ku.ang,bəŋ.ku.aŋ
bengku,bəŋku,beng.ku,bəŋ.ku
bengkunang,bəŋkunaŋ,beng.ku.nang,bəŋ.ku.naŋ
bengkung,beŋkuŋ,beng.kung,beŋ.kuŋ
bengkung,bəŋkuŋ,beng.kung,bəŋ.kuŋ
bengoh,bəŋoh,be.ngoh,bə.ŋoh
bengok,bəŋoʔ,be.ngok,bə.ŋoʔ
bengong,bəŋoŋ,be.ngong,bə.ŋoŋ
bengot,beŋot,be.ngot,be.ŋot
bengu,bəŋu,be.ngu,bə.ŋu
benguk,bəŋuʔ,be.nguk,bə.ŋuʔ
bengul,bəŋul,be.ngul,bə.ŋul
bengung,bəŋuŋ,be.ngung,bə.ŋuŋ
benian,bənian,be.ni.an,bə.ni.an
beni,beni,be.ni,be.ni
benih,bənih,be.nih,bə.nih
bening,bəniŋ,be.ning,bə.niŋ
benitan,bənitan,be.ni.tan,bə.ni.tan
benjolan,bendʒolan,ben.jol.an,ben.dʒol.an
benjol,bendʒol,ben.jol,ben.dʒol
benjut,bəndʒut,ben.jut,bən.dʒut
benkap,benkap,ben.kap,ben.kap
bensin,bensin,ben.sin,ben.sin
benta,bənta,ben.ta,bən.ta
bentakan,bəntakan,ben.tak.an,bən.tak.an
bentak,bəntaʔ,ben.tak,bən.taʔ
bentala,bəntala,ben.ta.la,bən.ta.la
bentan,bəntan,ben.tan,bən.tan
bentangan,bəntaŋan,ben.tang.an,bən.taŋ.an
bentang,bəntaŋ,ben.tang,bən.taŋ
bentangur,bəntaŋur,ben.ta.ngur,bən.ta.ŋur
bentara,bəntara,ben.ta.ra,bən.ta.ra
bentar,bentar,ben.tar,ben.tar
bentar,bəntar,ben.tar,bən.tar
bentaus,bəntaus,ben.ta.us,bən.ta.us
benteh,benteh,ben.teh,ben.teh
benteng,benteŋ,ben.teng,ben.teŋ
bentet,bentet,ben.tet,ben.tet
bentet,bəntet,ben.tet,bən.tet
bentik,bəntiʔ,ben.tik,bən.tiʔ
bentok,bəntoʔ,ben.tok,bən.toʔ
bentol,bentol,ben.tol,ben.tol
bentong,bəntoŋ,ben.tong,bən.toŋ
bentos,bəntos,ben.tos,bən.tos
bentrokan,bəntrokan,ben.trok.an,bən.trok.an
bentrok,bəntroʔ,ben.trok,bən.troʔ
bentukan,bəntukan,ben.tuk.an,bən.tuk.an
bentuk,bəntuʔ,ben.tuk,bən.tuʔ
bentul,bəntul,ben.tul,bən.tul
bentulu,bəntulu,ben.tu.lu,bən.tu.lu
benturan,bənturan,ben.tur.an,bən.tur.an
bentur,bəntur,ben.tur,bən.tur
benturung,bənturuŋ,ben.tu.rung,bən.tu.ruŋ
bentus,bəntus,ben.tus,bən.tus
benua,bənua,be.nu.a,bə.nu.a
benuang,bənuaŋ,be.nu.ang,bə.nu.aŋ
benuman,bənuman,be.num.an,bə.num.an
benum,bənum,be.num,bə.num
benur,bənur,be.nur,bə.nur
benyek,beɲeʔ,be.nyek,be.ɲeʔ
benyoh,bəɲoh,be.nyoh,bə.ɲoh
benyot,beɲot,be.nyot,be.ɲot
benzena,benzena,ben.ze.na,ben.ze.na
benzoin,bənzoin,ben.zo.in,bən.zo.in
beo,beo,be.o,be.o
beol,beol,be.ol,be.ʔol
bepercikan,bəpərtʃikan,be.per.cik.an,bə.pər.tʃik.an
bepergian,bəpərgian,be.per.gi.an,bə.pər.gi.an
beperkara,bəpərkara,be.per.ka.ra,bə.pər.ka.ra
berabang,bərabaŋ,ber.a.bang,bər.ʔa.baŋ
berabarkan,bərabarkan,ber.a.bar.kan,bər.ʔa.bar.kan
berabe,bərabe,be.ra.be,bə.ra.be
bera,bəra,be.ra,bə.ra
berabjad,bərabdʒad,ber.ab.jad,bər.ʔab.dʒad
berabonemen,bərabonəmen,ber.a.bo.ne.men,bər.ʔa.bo.nə.men
beracun,bəratʃun,be.ra.cun,bə.ra.tʃun
beradab,bəradab,ber.a.dab,bər.ʔa.dab
berada,bərada,ber.a.da,bər.ʔa.da
beradakan,bəradakan,ber.a.da.kan,bər.ʔa.da.kan
beradaptasi,bəradaptasi,ber.a.dap.ta.si,bər.ʔa.dap.ta.si
beradat,bəradat,ber.a.dat,bər.ʔa.dat
beradegan,bəradəgan,ber.a.de.gan,bər.ʔa.də.gan
beradeh,bəradeh,ber.a.deh,bər.ʔa.deh
beradik,bəradiʔ,ber.a.dik,bər.ʔa.diʔ
beradu,bəradu,ber.a.du,bər.ʔa.du
beradun,bəradun,ber.a.dun,bər.ʔa.dun
beraerobatik,bəraerobatiʔ,ber.a.e.ro.ba.tik,bər.ʔa.e.ro.ba.tiʔ
berafiliasi,bərafiliasi,ber.a.fi.li.a.si,bər.ʔa.fi.li.a.si
beraga,bəraga,ber.a.ga,bər.ʔa.ga
beragah,bəragah,ber.a.gah,bər.ʔa.gah
beragak,bəragaʔ,ber.a.gak,bər.ʔa.gaʔ
beragama,bəragama,ber.a.ga.ma,bər.ʔa.ga.ma
beragam,bəragam,be.ra.gam,bə.ra.gam
beragan,bəragan,be.ra.gan,bə.ra.gan
beragi,bəragi,be.ra.gi,bə.ra.gi
beragih,bəragih,ber.a.gih,bər.ʔa.gih
beragitasi,bəragitasi,ber.a.gi.ta.si,bər.ʔa.gi.ta.si
bera-go-go,bəragogo,ber.a-.go-.go,bər.ʔa.go.go
berahi,bərahi,be.ra.hi,bə.ra.hi
beraib,bəraib,ber.a.ib,bər.ʔa.ib
berai,bərai,be.rai,bə.rai
berair,bərair,ber.a.ir,bər.ʔa.ir
beraja,bəradʒa,be.ra.ja,bə.ra.dʒa
berakad,bərakad,ber.a.kad,bər.ʔa.kad
berakah,bərakah,be.ra.kah,bə.ra.kah
berakal,bərakal,ber.a.kal,bər.ʔa.kal
berakar,bərakar,ber.a.kar,bər.ʔa.kar
berak,beraʔ,be.rak,be.raʔ
berak,bəraʔ,be.rak,bə.raʔ
berakhiran,bəraʔhiran,ber.a.khir.an,bər.ʔa.khir.an
berakhir,bəraʔhir,ber.a.khir,bər.ʔa.khir
berakhirkan,bəraʔhirkan,ber.a.khir.kan,bər.ʔa.khir.kan
berakhirnya,bəraʔhirɲa,ber.a.khir.nya,bər.ʔa.khir.ɲa
berakhlak,bəraʔhlaʔ,ber.akh.lak,bər.ʔakh.laʔ
berakibat,bərakibat,ber.a.ki.bat,bər.ʔa.ki.bat
berakibatkan,bərakibatkan,ber.a.ki.bat.kan,bər.ʔa.ki.bat.kan
berakrobat,bəraʔrobat,ber.ak.ro.bat,bər.ʔak.ro.bat
beraksa,bəraʔsa,be.rak.sa,bə.raʔ.sa
beraksara,bəraʔsara,ber.ak.sa.ra,bər.ʔaʔ.sa.ra
beraksi,bəraʔsi,ber.ak.si,bər.ʔaʔ.si
beraku,bəraku,ber.a.ku,bər.ʔa.ku
berakumulasi,bərakumulasi,ber.a.ku.mu.la.si,bər.ʔa.ku.mu.la.si
beralah,bəralah,ber.a.lah,bər.ʔa.lah
beralamat,bəralamat,ber.a.la.mat,bər.ʔa.la.mat
beralam,bəralam,ber.a.lam,bər.ʔa.lam
beralangan,bəralaŋan,ber.a.lang.an,bər.ʔa.laŋ.an
beralang,bəralaŋ,ber.a.lang,bər.ʔa.laŋ
beralasan,bəralasan,ber.a.las.an,bər.ʔa.las.an
beralas,bəralas,ber.a.las,bər.ʔa.las
beralaskan,bəralaskan,ber.a.las.kan,bər.ʔa.las.kan
beralat,bəralat,ber.a.lat,bər.ʔa.lat
beraliansi,bəraliansi,ber.a.li.an.si,bər.ʔa.li.an.si
beralih,bəralih,ber.a.lih,bər.ʔa.lih
beraliran,bəraliran,ber.a.lir.an,bər.ʔa.lir.an
beralun,bəralun,ber.a.lun,bər.ʔa.lun
beralur,bəralur,ber.a.lur,bər.ʔa.lur
beramal,bəramal,ber.a.mal,bər.ʔa.mal
beramanat,bəramanat,ber.a.ma.nat,bər.ʔa.ma.nat
berambai,bərambai,ber.am.bai,bər.ʔam.bai
berambin,bərambin,ber.am.bin,bər.ʔam.bin
berambisi,bərambisi,ber.am.bi.si,bər.ʔam.bi.si
berambut,bərambut,be.ram.but,bə.ram.but
berampai,bərampai,ber.am.pai,bər.ʔam.pai
beramuk,bəramuʔ,ber.a.muk,bər.ʔa.muʔ
beranak,bəranaʔ,ber.a.nak,bər.ʔa.naʔ
beranakkan,bəranaʔkan,ber.a.nak.kan,bər.ʔa.naʔ.kan
berancang,bərantʃaŋ,ber.an.cang,bər.ʔan.tʃaŋ
beranda,bəranda,be.ran.da,bə.ran.da
berandal,bərandal,be.ran.dal,bə.ran.dal
berandam,bərandam,ber.an.dam,bər.ʔan.dam
berandang,bərandaŋ,be.ran.dang,bə.ran.daŋ
beraneka,bəraneka,ber.a.ne.ka,bər.ʔa.ne.ka
berangan,bəraŋan,be.rang.an,bə.raŋ.an
berangas,bəraŋas,be.ra.ngas,bə.ra.ŋas
berang,beraŋ,be.rang,be.raŋ
berang,bəraŋ,be.rang,bə.raŋ
berangga,bəraŋga,be.rang.ga,bə.raŋ.ga
beranggapan,bəraŋgapan,ber.ang.gap.an,bər.ʔaŋ.gap.an
beranggap,bəraŋgap,ber.ang.gap,bər.ʔaŋ.gap
beranggar,bəraŋgar,ber.ang.gar,bər.ʔaŋ.gar
beranggota,bəraŋgota,ber.ang.go.ta,bər.ʔaŋ.go.ta
beranggotakan,bəraŋgotakan,ber.ang.go.ta.kan,bər.ʔaŋ.go.ta.kan
berangguk,bəraŋguʔ,ber.ang.guk,bər.ʔaŋ.guʔ
beranggul,bəraŋgul,ber.ang.gul,bər.ʔaŋ.gul
berangin,bəraŋin,ber.a.ngin,bər.ʔa.ŋin
berangka,bəraŋka,ber.ang.ka,bər.ʔaŋ.ka
berangkai,bəraŋkai,be.rang.kai,bə.raŋ.kai
berangkal,bəraŋkal,be.rang.kal,bə.raŋ.kal
berangkat,bəraŋkat,be.rang.kat,bə.raŋ.kat
berangkatlah,bəraŋkatlah,be.rang.kat.lah,bə.raŋ.kat.lah
berangsang,bəraŋsaŋ,be.rang.sang,bə.raŋ.saŋ
berangsur,bəraŋsur,ber.ang.sur,bər.ʔaŋ.sur
berangta,bəraŋta,be.rang.ta,bə.raŋ.ta
berangus,bəraŋus,be.ra.ngus,bə.ra.ŋus
berani,bərani,be.ra.ni,bə.ra.ni
beranja,bərandʒa,ber.an.ja,bər.ʔan.dʒa
beranjak,bərandʒaʔ,ber.an.jak,bər.ʔan.dʒaʔ
beranjang,bərandʒaŋ,ber.an.jang,bər.ʔan.dʒaŋ
beranjangkarya,bərandʒaŋkarja,ber.an.jang.kar.ya,bər.ʔan.dʒaŋ.kar.ja
beranjangsana,bərandʒaŋsana,ber.an.jang.sa.na,bər.ʔan.dʒaŋ.sa.na
beranjung,bərandʒuŋ,ber.an.jung,bər.ʔan.dʒuŋ
beranjur,bərandʒur,ber.an.jur,bər.ʔan.dʒur
beranta,bəranta,be.ran.ta,bə.ran.ta
berantah,bərantah,ber.an.tah,bər.an.tah
berantai,bərantai,be.ran.tai,bə.ran.tai
berantakan,bərantakan,be.ran.tak.an,bə.ran.tak.an
berantak,bərantaʔ,be.ran.tak,bə.ran.taʔ
berantara,bərantara,ber.an.ta.ra,bər.ʔan.ta.ra
berantar,bərantar,ber.an.tar,bər.ʔan.tar
berantas,bərantas,be.ran.tas,bə.ran.tas
berantem,bərantəm,ber.an.tem,bər.ʔan.təm
berantisipasi,bərantisipasi,ber.an.ti.si.pa.si,bər.ʔan.ti.si.pa.si
berantukan,bərantukan,ber.an.tuk.an,bər.ʔan.tuk.an
berantuk,bərantuʔ,ber.an.tuk,bər.ʔan.tuʔ
berantun,bərantun,ber.an.tun,bər.ʔan.tun
berapa,bərapa,be.ra.pa,bə.ra.pa
berapat,bərapat,be.ra.pat,bə.ra.pat
berapi,bərapi,ber.a.pi,bər.ʔa.pi
berapit,bərapit,ber.a.pit,bər.ʔa.pit
berapresiasi,bərapresiasi,ber.a.pre.si.a.si,bər.ʔa.pre.si.a.si
berapungan,bərapuŋan,ber.a.pung.an,bər.ʔa.puŋ.an
berarah,bərarah,ber.a.rah,bər.ʔa.rah
berarakan,bərarakan,ber.a.rak.an,bər.ʔa.rak.an
berarak,bəraraʔ,ber.a.rak,bər.ʔa.raʔ
berargumen,bərargumen,ber.ar.gu.men,bər.ʔar.gu.men
berargumentasi,bərargumentasi,ber.ar.gu.men.ta.si,bər.ʔar.gu.men.ta.si
berarisan,bərarisan,ber.a.ri.san,bər.ʔa.ri.san
beraris,bəraris,ber.a.ris,bər.ʔa.ris
berariskan,bərariskan,ber.a.ris.kan,bər.ʔa.ris.kan
beraroma,bəraroma,ber.a.ro.ma,bər.ʔa.ro.ma
berarti,bərarti,ber.ar.ti,bər.ʔar.ti
berartikulasi,bərartikulasi,ber.ar.ti.ku.la.si,bər.ʔar.ti.ku.la.si
berasa,bərasa,be.ra.sa,bə.ra.sa
berasah,bərasah,ber.a.sah,bər.ʔa.sah
berasak,bərasaʔ,ber.a.sak,bər.ʔa.saʔ
berasal,bərasal,ber.a.sal,bər.ʔa.sal
berasap,bərasap,ber.a.sap,bər.ʔa.sap
berasas,bərasas,ber.a.sas,bər.ʔa.sas
berasaskan,bərasaskan,ber.a.sas.kan,bər.ʔa.sas.kan
beras,beras,be.ras,be.ras
beras,bəras,be.ras,bə.ras
beraset,bəraset,ber.a.set,bər.ʔa.set
berasimilasi,bərasimilasi,ber.a.si.mi.la.si,bər.ʔa.si.mi.la.si
berasing,bərasiŋ,ber.a.sing,bər.ʔa.siŋ
berasmara,bərasmara,ber.as.ma.ra,bər.ʔas.ma.ra
berasnya,bərasɲa,be.ras.nya,bə.ras.ɲa
berasosiasi,bərasosiasi,ber.a.so.si.a.si,bər.ʔa.so.si.a.si
beraspal,bəraspal,ber.as.pal,bər.ʔas.pal
beraspirasi,bəraspirasi,ber.as.pi.ra.si,bər.ʔas.pi.ra.si
berasrama,bərasrama,ber.as.ra.ma,bər.ʔas.ra.ma
berastakona,bərastakona,ber.as.ta.ko.na,bər.ʔas.ta.ko.na
berasuransi,bərasuransi,ber.a.su.ran.si,bər.ʔa.su.ran.si
beratap,bəratap,ber.a.tap,bər.ʔa.tap
beratapkan,bəratapkan,ber.a.tap.kan,bər.ʔa.tap.kan
berat,bərat,be.rat,bə.rat
beraturan,bəraturan,ber.a.tur.an,bər.ʔa.tur.an
beratur,bəratur,ber.a.tur,bər.ʔa.tur
